,id,user,tweet,date,query,polarity
57,1579372748748787714,LazareTordo,super  on est prêt pour les jo de 2024.....fier d'être  français,2022-10-10 07:26:21+00:00,"client.search_recent_tweets(query='JO 2024 lang:fr',tweet_fields=['context_annotations'], max_results=100)",4
58,1579372738619510785,footcrypto95,on peut parler du bénévolat pour les jo2024  prévu en france car il ne veulent pas payer ? c'est de l'esclavagisme moderne  est tout,2022-10-10 07:26:18+00:00,"client.search_recent_tweets(query='JO 2024 lang:fr',tweet_fields=['context_annotations'], max_results=100)",4
59,1579371524448215040,Panamonyme,"rénovation du stade pour les jo 2024, le nouveau centre d'entraînement pour 2023, ce club satellite... ils sont trop con c'est un délire",2022-10-10 07:21:29+00:00,"client.search_recent_tweets(query='JO 2024 lang:fr',tweet_fields=['context_annotations'], max_results=100)",0
60,1579364621890510848,AgenceFRLocale,avec la traversée par le marathon de  actionnaire de l'afl depuis 2021 !,2022-10-10 06:54:03+00:00,"client.search_recent_tweets(query='JO 2024 lang:fr',tweet_fields=['context_annotations'], max_results=100)",4
61,1579363699113934848,veillet_s,la  en                 ᚙ⇘ 14p,2022-10-10 06:50:23+00:00,"client.search_recent_tweets(query='JO 2024 lang:fr',tweet_fields=['context_annotations'], max_results=100)",4
62,1579357320961982464,alain06200,"les accidents, parfois mortels, s'accumulent sur les chantiers en france, en particulier sur les sites du grand paris express et des jo 2024.",2022-10-10 06:25:03+00:00,"client.search_recent_tweets(query='JO 2024 lang:fr',tweet_fields=['context_annotations'], max_results=100)",2
63,1579357199012274176,veillet_s,∑ℚℚ ℝ d’avant 08:16  en                 ᚙ⇘18983c,2022-10-10 06:24:33+00:00,"client.search_recent_tweets(query='JO 2024 lang:fr',tweet_fields=['context_annotations'], max_results=100)",4
64,1579357144960618497,alain06200,"n oublie pas :les accidents, parfois mortels, s'accumulent sur les chantiers en france, en particulier sur les sites du grand paris express et des jo 2024.",2022-10-10 06:24:21+00:00,"client.search_recent_tweets(query='JO 2024 lang:fr',tweet_fields=['context_annotations'], max_results=100)",2
65,1579344726460768256,afpfr,"sur le fil est avec l'équipe française de break dance, la nouvelle discipline des jo2024, qui s'entraîne déjà dans le temple des champions olympiques, l'insep. du sport de haut niveau, mais en gardant l'âme de cette danse née dans le bronx, à new york.",2022-10-10 05:35:00+00:00,"client.search_recent_tweets(query='JO 2024 lang:fr',tweet_fields=['context_annotations'], max_results=100)",2
66,1579329160983777280,Rezguihedi7,tous les jours vous avez un problème  bande incapable dès le matin vous êtes fort ! on va rigoler pendant les jo 2024,2022-10-10 04:33:09+00:00,"client.search_recent_tweets(query='JO 2024 lang:fr',tweet_fields=['context_annotations'], max_results=100)",4
67,1579328910890012673,couffinlyon2,2 veulent se présenter en 2027 !on est déjà en 2027 ? 2022 il se passe quoi pour les  aujourd'hui! se foutent des français  les veaux revoteront les memes  iront pas votés  continueront les manif! en attendant la délinquance et l'islam politique prospère! les jo2024 se prepare!,2022-10-10 04:32:09+00:00,"client.search_recent_tweets(query='JO 2024 lang:fr',tweet_fields=['context_annotations'], max_results=100)",4
68,1579318866542559232,Redskins568,c'est le même pays qui organise les  dans 655 jours ?!    inflation,2022-10-10 03:52:14+00:00,"client.search_recent_tweets(query='JO 2024 lang:fr',tweet_fields=['context_annotations'], max_results=100)",4
69,1579234629332058113,smaugRAF,vivement les jo 2024!!!,2022-10-09 22:17:31+00:00,"client.search_recent_tweets(query='JO 2024 lang:fr',tweet_fields=['context_annotations'], max_results=100)",2
70,1579200063880196097,DidierCloerec,"recevoir la prochaine coupe du monde de rugby à xv l'an prochain, c'est l'occasion de voir quels sont les ajustements à prévoir pour les jo de 2024 puisqu'on sera en train d'essuyer les plâtres de nombreuses infrastructures et qu'il faut une sécurité maximale.",2022-10-09 20:00:10+00:00,"client.search_recent_tweets(query='JO 2024 lang:fr',tweet_fields=['context_annotations'], max_results=100)",2
71,1579200034876575744,JOGallice,"paris 2024 : dix ans après, les jeux paralympiques de londres peuvent-ils encore montrer la voie ?         |",2022-10-09 20:00:03+00:00,"client.search_recent_tweets(query='JO 2024 lang:fr',tweet_fields=['context_annotations'], max_results=100)",4
72,1579199156815822848,Juliendu75,je sens que les jo 2024 vont montrer une image cataclysmique de paris  et les greves par dessus tout  on va se regaler,2022-10-09 19:56:33+00:00,"client.search_recent_tweets(query='JO 2024 lang:fr',tweet_fields=['context_annotations'], max_results=100)",4
73,1579184497341632512,Astrolabe75011,le recyclage des supers nulles battus systématiquement. quelle honte hidalgo,2022-10-09 18:58:18+00:00,"client.search_recent_tweets(query='JO 2024 lang:fr',tweet_fields=['context_annotations'], max_results=100)",0
74,1579183163997184000,Astrolabe75011,encore le débile au petit kiki,2022-10-09 18:53:00+00:00,"client.search_recent_tweets(query='JO 2024 lang:fr',tweet_fields=['context_annotations'], max_results=100)",0
75,1579181642325069826,Astrolabe75011,une nouvelle fois un numéro 5 étoiles,2022-10-09 18:46:57+00:00,"client.search_recent_tweets(query='JO 2024 lang:fr',tweet_fields=['context_annotations'], max_results=100)",2
76,1579181340129300481,hagetayabo5,"macron vient de créer un fonds  spéciale d'aide  à l'ukraine(zelensky) de 100 millions d'euros pour commencer , et les jo 2024 sont toujours organisés .",2022-10-09 18:45:45+00:00,"client.search_recent_tweets(query='JO 2024 lang:fr',tweet_fields=['context_annotations'], max_results=100)",4
77,1579180298553954305,Ge91Ge91,les jo 2024 ça va être un naufrage international !!!!,2022-10-09 18:41:37+00:00,"client.search_recent_tweets(query='JO 2024 lang:fr',tweet_fields=['context_annotations'], max_results=100)",2
78,1579180192379023360,noahjeanj,le qatar arrive.  mondial quatar 2022  jo paris 2024 les ingérences de la france sont vilainement criardes. c’est un couteau à double tranchants que use toute la france du déni de l’innovation. n’oublions pas la sobriété énergétique sous-jacente  l’œil a bien vu,2022-10-09 18:41:12+00:00,"client.search_recent_tweets(query='JO 2024 lang:fr',tweet_fields=['context_annotations'], max_results=100)",4
79,1579172269401681921,hagetayabo5,"wé en plus , après avoir envoyé des milliards à zelensky, maintenant la macronie enverra 100 millions d'euros pour commencer, d'un fonds spécial  ! et les jo de 2024 sont toujours organisés, , on ne peut pas avoir du pognon pour tout le monde , la macronie a des priorités .",2022-10-09 18:09:43+00:00,"client.search_recent_tweets(query='JO 2024 lang:fr',tweet_fields=['context_annotations'], max_results=100)",4
80,1579171184939536384,mister_nbd,"ça fait des années que cette ville se dégrade et personne ne réagit car cette ville est peuplée de bobos ecolos qui aiment la laideur, sont contre toute forme d'ordre et veulent accueillir toute la misère du monde... c'est inquiétant pour jo2024",2022-10-09 18:05:24+00:00,"client.search_recent_tweets(query='JO 2024 lang:fr',tweet_fields=['context_annotations'], max_results=100)",2
81,1579171111883137024,mouche_du_coach,le gvt vient d'apprendre que les jo auraient lieu à paris en 2024? et le problème c'est les jo ou bien l'accessibilité pour les personnes handicapées tout le temps?,2022-10-09 18:05:07+00:00,"client.search_recent_tweets(query='JO 2024 lang:fr',tweet_fields=['context_annotations'], max_results=100)",2
82,1579167592735854592,KDOTAgon,"le match contre les usa je m'en souviens, c'est peut être le seul match que j'avais en partie suivi, mais si l'équipe participe au jo 2024, y a moyen que je suive à fond",2022-10-09 17:51:08+00:00,"client.search_recent_tweets(query='JO 2024 lang:fr',tweet_fields=['context_annotations'], max_results=100)",2
83,1579161385921310721,France61224153,"j.o 2024 à paris : - pour lutter contre la pollution de l'air lors des jo de 2024 à paris,  seuls les athlètes portant un numéro impair pourront participer à la course",2022-10-09 17:26:28+00:00,"client.search_recent_tweets(query='JO 2024 lang:fr',tweet_fields=['context_annotations'], max_results=100)",4
84,1579149160561127424,SofianeMehali,"en f  :  en pleine date fifa, nous n'avons aucune nouvelle de notre en à l'approche de plusieurs échéances (qualifs can 2024, jo,...). le message a donc été lancé par les joueuses : remettez notre équipe nationale ! un sujet à suivre prochainement sur",2022-10-09 16:37:53+00:00,"client.search_recent_tweets(query='JO 2024 lang:fr',tweet_fields=['context_annotations'], max_results=100)",4
85,1579144653781499910,JOParis2024,faut éviter de faire le malin ou te vouloir paraître au-dessus car alors tu te ridiculises. ton propos n'a aucun sens. tu as raison et les autres ont tord et bah! faut changer de disque alors! car surtout tu n'as pas compris le sens de mon propos et te précipites ds le piège!,2022-10-09 16:19:59+00:00,"client.search_recent_tweets(query='JO 2024 lang:fr',tweet_fields=['context_annotations'], max_results=100)",2
86,1579143938812051458,JOParis2024,"ne soit pas condescendant en disant aux gens tu ne comprends pas le foot! c'est ton propos qui est contradictoire. car justement si c'était un jeu pk discuter des décisions. alors que ds la vraie vie bah il y a les amendes, le permi, les points donc contester s'explique!",2022-10-09 16:17:08+00:00,"client.search_recent_tweets(query='JO 2024 lang:fr',tweet_fields=['context_annotations'], max_results=100)",2
87,1579143538520240129,JOParis2024,"c'est ce qui se passe. l'autorité ça doit être la compétence et non les sanctions administratives. chapron lui se vantait du nbre de rouges qu'il mettait, il en jubilait, mais derrière tu te mets à dos les joueurs et ça peut dériver, comme à nantes...",2022-10-09 16:15:33+00:00,"client.search_recent_tweets(query='JO 2024 lang:fr',tweet_fields=['context_annotations'], max_results=100)",2
88,1579143175679401985,JOParis2024,"c'est juste dans la nature humaine, dans la société de demander des compter, de râler, de protester à l'autorité. là est la comparaison avec les forces de l'ordre. + les gens ont l'impression d'être victime d'autorité abusive + ils vont râler, ne pas comprendre.",2022-10-09 16:14:06+00:00,"client.search_recent_tweets(query='JO 2024 lang:fr',tweet_fields=['context_annotations'], max_results=100)",4
89,1579142922297315329,JOParis2024,"c'est toi qui ne comprend pas! le foot n'est pas un jeu quand c'est ton métier. quand tu y joues ta carrière, qd tu peux être exclu et rater un grand match, qd tu peux te blesser et rater 6mois. qd un arbitre par une décision change la face d'un match capital...",2022-10-09 16:13:06+00:00,"client.search_recent_tweets(query='JO 2024 lang:fr',tweet_fields=['context_annotations'], max_results=100)",2
90,1579137596889800704,Neozzz29,2023 s'annonce fort pour lui ! aucun souci pour lui jusqu'aux jo 2024 certainement,2022-10-09 15:51:56+00:00,"client.search_recent_tweets(query='JO 2024 lang:fr',tweet_fields=['context_annotations'], max_results=100)",2
91,1579136505687453697,Astrolabe75011,avec assouline en permanence ca dégouline,2022-10-09 15:47:36+00:00,"client.search_recent_tweets(query='JO 2024 lang:fr',tweet_fields=['context_annotations'], max_results=100)",2
92,1579132199563309058,Astrolabe75011,4as signé la petition  ?,2022-10-09 15:30:29+00:00,"client.search_recent_tweets(query='JO 2024 lang:fr',tweet_fields=['context_annotations'], max_results=100)",4
93,1579126938240634880,Astrolabe75011,une petite forêt de crackeux ? bravo c'est gagné,2022-10-09 15:09:35+00:00,"client.search_recent_tweets(query='JO 2024 lang:fr',tweet_fields=['context_annotations'], max_results=100)",4
94,1579120371164336129,veillet_s,la     en          ᚙ⇘ 15124c,2022-10-09 14:43:29+00:00,"client.search_recent_tweets(query='JO 2024 lang:fr',tweet_fields=['context_annotations'], max_results=100)",4
95,1579119813586141184,jub_aka,jusqu'aux jo de 2024.,2022-10-09 14:41:16+00:00,"client.search_recent_tweets(query='JO 2024 lang:fr',tweet_fields=['context_annotations'], max_results=100)",2
